"{'tweet_id': '126415614616154112', 'label': 'positive', 'topic': 'apple', 'text': 'Now all @Apple has to do is get swype on the iphone and it will be crack. Iphone that is'}" 
"{'tweet_id': '126745457232846849', 'label': 'neutral', 'topic': 'microsoft', 'text': '#microsoft announces SP3 for #office2007 and #sharepoint2007.'}"
"{'tweet_id': '126745293378166784', 'label': 'neutral', 'topic': 'microsoft', 'text': '#Microsoft wants to transform your hand into a touchscreen: http://t.co/J8FgWWgS via @AddThis'}"
"{'tweet_id': '126745275686600705', 'label': 'neutral', 'topic': 'microsoft', 'text': '@WSPSanDiego Kickoff tomorrow 10/20 at San Diego #Microsoft Store at 6:00pm @wspwest http://t.co/5FiP2vVg or ping me #in'}"
"{'tweet_id': '126745248121618434', 'label': 'neutral', 'topic': 'microsoft', 'text': ""Steve #Bullmer says it's hard for him to get excited about #android phones...even though #Microsoft makes loads of money off of their sales.""}"
"{'tweet_id': '126744229912379392', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Suppose Microsoft Had Bought Siri? - Forbes http://t.co/HoJx73Hh #apple #microsoft #siri'}"
"{'tweet_id': '126743926903283713', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Suppose Microsoft Had Bought Siri? - Forbes http://t.co/ZRYNdhDi #apple #microsoft #siri #msft'}"
"{'tweet_id': '126743901968150528', 'label': 'neutral', 'topic': 'microsoft', 'text': '@WSPSanDiego Kickoff tomorrow 10/20 at San Diego #Microsoft Store at 6:00pm @wspwest http://t.co/5FiP2vVg or ping me'}"
"{'tweet_id': '126743843348561920', 'label': 'neutral', 'topic': 'microsoft', 'text': '#Microsoft to Slash its #Water Impact in Quincy, Washington - http://t.co/0R5LMHZj'}"
"{'tweet_id': '126743100809945090', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Good summary of planned updates to #Microsoft #Cloud services in Q4 - #SharePoint Online, #Office365, #CRM, #Azure. http://t.co/o35vv1wt'}"
"{'tweet_id': '126743096896655362', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Good summary of planned updates to #Microsoft #Cloud services in Q4 - #SharePoint Online, #Office365, #CRM, #Azure. http://t.co/3bL6rh5v'}"
"{'tweet_id': '126742966890004481', 'label': 'neutral', 'topic': 'microsoft', 'text': '@VSLive What is up with #ATT at #Microsoft?  Full bars in one building and no service in another only 1000 or so feet away?  #vslive'}"
"{'tweet_id': '126742062635810817', 'label': 'neutral', 'topic': 'microsoft', 'text': '#Microsoft researchers want to turn your hand into a touchscreen http://t.co/byYIcRpS'}"
"{'tweet_id': '126741965915168771', 'label': 'neutral', 'topic': 'microsoft', 'text': ""RT @sb_greenbiz: #Microsoft's supplier #sustainability movement & the effect it could have on #plastics companies http://t.co/m0otPgEm""}"
"{'tweet_id': '126741473726177280', 'label': 'neutral', 'topic': 'microsoft', 'text': '#Microsoft Eyes A New Approach to Social #Search http://t.co/lh6pRoAM'}"
"{'tweet_id': '126740991087611904', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Microsoft wants to transform your hand into a touchscreen: http://t.co/Gwi35vtP @TechFlash #microsoft #omnitouch'}"
"{'tweet_id': '126740408926609409', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Microsoft CEO Looks Ahead at Social and Mobile Plans http://t.co/KFwQ8r4T #Technology #Microsoft #Nokia'}"
"{'tweet_id': '126740066138722305', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Ufff... after #Microsoft #MTS11 and #MVP meeting. Was great! #MVPBuzz'}"
"{'tweet_id': '126739377232687105', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Handling Multi-touch and Mouse Input in All Browsers http://t.co/duK6ze2G #microsoft #ie'}"
"{'tweet_id': '126737802657402880', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Not even the Durban rain can stop the part. Prime Circle rocking  #Microsoft #techedafrica'}"
"{'tweet_id': '126737400658538496', 'label': 'neutral', 'topic': 'microsoft', 'text': '#Linux Licensing in Conflict with Secure Boot Support http://t.co/vAyDRedn #opensource #uefi #microsoft'}"
"{'tweet_id': '126737368001683457', 'label': 'neutral', 'topic': 'microsoft', 'text': '#Microsoft CEO Looks Ahead at Social and Mobile Plans http://t.co/wYmFplCs #marketing'}"
"{'tweet_id': '126737116049833984', 'label': 'neutral', 'topic': 'microsoft', 'text': 'i see the #microsoft #lync 64-bit installer still tries to install to C:\\Program Files (x86)'}"
"{'tweet_id': '126736393987817472', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Listening to Doug Leland #Microsoft  big data guru. Social media impact huge not just data wise, but within tools to manage data #gartnerSYM'}"
"{'tweet_id': '126735639508037632', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Follow @whymicrosoft for insight on #Microsoft solutions which drive productivity for people and their organizations'}"
"{'tweet_id': '126735624299487232', 'label': 'neutral', 'topic': 'microsoft', 'text': ""Doesn't #Microsoft Research's new touch technology resemble a lot the one developed by Pranav Mistry in ~2009? http://t.co/yZ9xGQGM""}"
"{'tweet_id': '126735411811848192', 'label': 'neutral', 'topic': 'microsoft', 'text': '#Microsoft researchers want to turn your hand into a touchscreen: http://t.co/UoPSyLTO | #Institute #University #accuracy #applications'}"
"{'tweet_id': '126734632120102912', 'label': 'neutral', 'topic': 'microsoft', 'text': '#Microsoft Released Camera Codec Pack For Supporting RAW File  #Windows'}"
"{'tweet_id': '126734120058490881', 'label': 'neutral', 'topic': 'microsoft', 'text': 'RT @ObinnaOsobalu: How to resolve incorrect file associations in #Microsoft #Office2010 http://t.co/FgbcXyTP'}"
"{'tweet_id': '126733687944515584', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Undecided how i feel about new #microsoft #searchengine idea, but could be cool minus the whole celebrity impersonation http://t.co/BdfKJGkz'}"
"{'tweet_id': '126733589328048128', 'label': 'neutral', 'topic': 'microsoft', 'text': '#apple #facebook @facebook  #microsoft hahahahaha http://t.co/XeNSzCjh'}"
"{'tweet_id': '126733404870942720', 'label': 'neutral', 'topic': 'microsoft', 'text': 'RT @UMDNews: The Future of #Information: Innovators from #Google, #Microsoft &#Twitter  Nov. 14-18  Info & registration at http://t.co/k ...'}"
"{'tweet_id': '126732343254851584', 'label': 'neutral', 'topic': 'microsoft', 'text': 'At the #VMworld party, looks good but I wonder who are the better dancers; #VMware or #Microsoft employees! ;-)'}"
"{'tweet_id': '126732316000264192', 'label': 'neutral', 'topic': 'microsoft', 'text': '@Brittjje #MICROSOFT'}"
"{'tweet_id': '126731759646810113', 'label': 'neutral', 'topic': 'microsoft', 'text': '#Microsoft bringing #touchscreens to walls, clothes, and more http://t.co/bmQf5wEx #tech'}"
"{'tweet_id': '126729179994656769', 'label': 'neutral', 'topic': 'microsoft', 'text': 'How to install Windows 7 – What to do before start [Part 2]: http://t.co/vvaslUmA via @Pureinfotech #win7 #tech #software #backup #microsoft'}"
"{'tweet_id': '126728328358014980', 'label': 'neutral', 'topic': 'microsoft', 'text': '#Microsoft Excel Tips: How To Alternate the Color Between Rows #tips \rhttp://t.co/WJWREFjJ'}"
"{'tweet_id': '126726863811903488', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Are you going to #RSNA? Visit #Microsoft at booth 1411 http://t.co/wdHFz7hp #RSNA2011 #RSNA11 #radiology #Amalga #HealthVault'}"
"{'tweet_id': '126726199123771392', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Agree ! RT @MuraineR: #Microsoft launching the OmniTouch, how funny I though that was an @ALUEnterprise soluti… (cont) http://t.co/xyWfXsDL'}"
"{'tweet_id': '126725918629695489', 'label': 'neutral', 'topic': 'microsoft', 'text': 'RT @E2EVC: #Microsoft #SCVMM #2012- Session by @virtualfat - all u need to know about the new 2012 version. #e2evc Register http://t.co/ ...'}"
"{'tweet_id': '126725691059351552', 'label': 'neutral', 'topic': 'microsoft', 'text': 'http://t.co/cBCEFILN - Many-To-Many Control for #Microsoft #LightSwitch'}"
"{'tweet_id': '126724433791549440', 'label': 'neutral', 'topic': 'microsoft', 'text': 'RT @thomasgoubin: RT @cmaneu: #stage #Toulouse #Microsoft #net #SuperBoîte #Win8 #geeks = http://t.co/kWfptH4P (Please RT ;)'}"
"{'tweet_id': '126724174378045440', 'label': 'neutral', 'topic': 'microsoft', 'text': 'iCloud Control Panel for Windows: http://t.co/8nJ4VHNL #win7 #windows7 #apple #ipad #iphone #ipod #iphone4s #microsoft #icloud'}"
"{'tweet_id': '126723269326938112', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Hanging out at #Microsoft Commons with @VinceMayfield'}"
"{'tweet_id': '126723018989907968', 'label': 'neutral', 'topic': 'microsoft', 'text': 'RT @AndroidTopNews: Steve Ballmer: Android is for computer science geeks http://t.co/o7vJl4Tl #News #android #google #microsoft #steve_b ...'}"
"{'tweet_id': '126722729444515840', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Windows 8 on a #Tablet? Can #Microsoft put a bruise on the #ipad? - http://t.co/WGRMnyPi #productivity #office'}"
"{'tweet_id': '126722549584379905', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Steve Ballmer: Android is for computer science geeks http://t.co/o7vJl4Tl #News #android #google #microsoft #steve_ballmer'}"
"{'tweet_id': '126722463265599488', 'label': 'neutral', 'topic': 'microsoft', 'text': '@Rich021 Thank you my friend!  Much appreciated and keep up the great work!  I hope you clean house on #Microsoft #Rewards here! #Retail'}"
"{'tweet_id': '126722253579763712', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Project Greenwich 2 be released by #Microsoft Research lets people curate their own personal history http://t.co/ocre5FwU'}"
"{'tweet_id': '126719738293391360', 'label': 'neutral', 'topic': 'microsoft', 'text': ""#Microsoft's plan for bringing its #BI tools to iOS, Android, and Windows 8\ndevices\nhttp://ww... Read more at http://t.co/bhhgh5QC""}"
"{'tweet_id': '126718237252648960', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Join us Wednesday Nov. 2 for a webinar featuring #Microsoft #Lync deployments with #snom #UC. Register today at http://t.co/B1pr1kIX #VAR'}"
"{'tweet_id': '126717789829472256', 'label': 'neutral', 'topic': 'microsoft', 'text': 'RT @jilldyche: Just saw my bud @EdMaguire of Credit Agricole Securities interviewed by @TylerMatheison  @CNBC, covering  #Microsoft. You ...'}"
"{'tweet_id': '126716851706277889', 'label': 'neutral', 'topic': 'microsoft', 'text': '#Microsoft builds a functioning ‘holodesk’ to interact with digital items http://t.co/otvmQxJ2'}"
"{'tweet_id': '126716781510410240', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Just saw my bud @EdMaguire of Credit Agricole Securities interviewed by @TylerMatheison  @CNBC, covering  #Microsoft. You rocked it, Ed! #fb'}"
"{'tweet_id': '126716221575004160', 'label': 'neutral', 'topic': 'microsoft', 'text': 'RT @robakk: Start your private cloud fast with the new HP VirtualSystem for Microsoft http://t.co/XEzz42Z2 #HP #Microsoft #HyperV #Syste ...'}"
"{'tweet_id': '126715906096238592', 'label': 'neutral', 'topic': 'microsoft', 'text': ""RT @The_Victor2 HoloDesk: #Microsoft unveils technology that's one step closer to human/digital interaction. http://t.co/oP379ycF #hardware""}"
"{'tweet_id': '126714453105446912', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Start your private cloud fast with the new HP VirtualSystem for Microsoft http://t.co/XEzz42Z2 #HP #Microsoft #HyperV #SystemCenter'}"
"{'tweet_id': '126713704099221504', 'label': 'neutral', 'topic': 'microsoft', 'text': 'RT @sharepoinTony: @hersheytech @kofax @collabware @avepoint @nintex engaged w &gt;40 customers #SharePoint ECM Summit at the #Microsoft ...'}"
"{'tweet_id': '126713356739547136', 'label': 'neutral', 'topic': 'microsoft', 'text': '@hersheytech @kofax @collabware @avepoint @nintex engaged w &gt;40 customers #SharePoint ECM Summit at the #Microsoft Tech Center Irvine'}"
"{'tweet_id': '126713203240607744', 'label': 'neutral', 'topic': 'microsoft', 'text': 'RT @DaveBakerD2L: RT @goVHS: #Microsoft has just released a case study featuring @goVHS and @Desire2Learn. http://t.co/iG4Qm3Sn #goVHS #D2L'}"
"{'tweet_id': '126712975309537280', 'label': 'neutral', 'topic': 'microsoft', 'text': 'New #HPVirtualSystem 4 #Microsoft enhances development, deployment & mgmnt of IT http://t.co/Q3cbxvKb'}"
"{'tweet_id': '126710782615494657', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Steve Ballmer At Web 2.0: #Microsoft CEO Disses Android, #iPhone http://t.co/JivkVbAh #sem #mobile'}"
"{'tweet_id': '126710485604237313', 'label': 'neutral', 'topic': 'microsoft', 'text': '#Microsoft CEO on #Android: You Have to Be a #Computer #Scientist to Use It - huffington post http://t.co/7PDBvauM #tech #mobile'}"
"{'tweet_id': '126709729924874241', 'label': 'neutral', 'topic': 'microsoft', 'text': '#microsoft'}"
"{'tweet_id': '126709714565349376', 'label': 'neutral', 'topic': 'microsoft', 'text': 'With #Holodesk from #Microsoft research, you can manipulate 3-D, virtual images with your hands http://t.co/lTws9xvx'}"
"{'tweet_id': '126708211108683776', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Spend $499 at a Microsoft Store and Get a Free Windows Phone http://t.co/1zRhXnVd #wp7 #wp7dev #windowsphone #Microsoft'}"
"{'tweet_id': '126708014081257472', 'label': 'neutral', 'topic': 'microsoft', 'text': 'RT @WinBetaDotOrg: Microsoft giving away free Windows Phones with a $499 purchase http://t.co/K2qYY9ex #Microsoft #Windows_Phone'}"
"{'tweet_id': '126707946955616256', 'label': 'neutral', 'topic': 'microsoft', 'text': 'RT @jblank23: #Microsoft Turns Your Body Into A Touchscreen @PSFK: http://t.co/GMT9sLfN via @AddThis'}"
"{'tweet_id': '126707601504346112', 'label': 'neutral', 'topic': 'microsoft', 'text': '#Microsoft, Steve Ballmer, speaks at Web 2.0 Summit in San Francisco: http://t.co/awtf2xJW #Bing #Android #Google #Apple #Amazon'}"
"{'tweet_id': '126707418536218624', 'label': 'neutral', 'topic': 'microsoft', 'text': '#Microsoft Turns Your Body Into A Touchscreen @PSFK: http://t.co/GMT9sLfN via @AddThis'}"
"{'tweet_id': '126707389142544384', 'label': 'neutral', 'topic': 'microsoft', 'text': ""#Microsoft's Ballmer Swipes at #Google http://t.co/Ve3LMoTn""}"
"{'tweet_id': '126706701968736256', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Microsoft giving away free Windows Phones with a $499 purchase http://t.co/K2qYY9ex #Microsoft #Windows_Phone'}"
"{'tweet_id': '126706255413772288', 'label': 'neutral', 'topic': 'microsoft', 'text': ""#SIGSource Dawn Evans interviewing #Microsoft's Tim McBride in SIG's Inside Source exec video series. In a new role in financial operations""}"
"{'tweet_id': '126705440640860161', 'label': 'neutral', 'topic': 'microsoft', 'text': '$4.5B #Nortel #IP Deal Still Under #DOJ Review: #Microsoft Exec (via @IPLaw360) http://t.co/DGIkwyoi #in'}"
"{'tweet_id': '126705130681794560', 'label': 'neutral', 'topic': 'microsoft', 'text': 'New post: Touch Everywhere http://t.co/KKDup8v1 #microsoft #research #touch'}"
"{'tweet_id': '126704776506380288', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Two Extremes of Touch Interaction #Microsoft #future #fb http://t.co/Di9QkGa5'}"
"{'tweet_id': '126704323542523904', 'label': 'neutral', 'topic': 'microsoft', 'text': '@MSPartners can join: BizSpark http://t.co/YTyl8Wm0  or WebsiteSpark http://t.co/10AzXP9q! #Microsoft #MPN'}"
"{'tweet_id': '126704037738459136', 'label': 'neutral', 'topic': 'microsoft', 'text': ""Ballmer's vision for #Microsoft http://t.co/MWlPnWtM""}"
"{'tweet_id': '126703842732683265', 'label': 'neutral', 'topic': 'microsoft', 'text': 'RT @imason_inc: Search Governance in #SharePoint 2010 http://t.co/dPlbPQHO #microsoft'}"
"{'tweet_id': '126703823837335552', 'label': 'neutral', 'topic': 'microsoft', 'text': 'CNET » #Microsoft #OmniTouch allows multitouch input on arbitrary, everyday surfaces » http://t.co/PbwdSTmb http://t.co/0D4xV6D3'}"
"{'tweet_id': '126703372207271936', 'label': 'neutral', 'topic': 'microsoft', 'text': 'RT @calvinnieh: Learn how to keep Microsoft #Exchange costs low today at 11am Pacific.  Win with #Microsoft and #NetApp Webcast @ http:/ ...'}"
"{'tweet_id': '126702051001516032', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Search Governance in #SharePoint 2010 http://t.co/xtqv4DW5 #microsoft'}"
"{'tweet_id': '126701318978019328', 'label': 'neutral', 'topic': 'microsoft', 'text': 'New #70-680 #Exam #Questions are available @techxams http://t.co/S0VxsRuU #Microsoft'}"
"{'tweet_id': '126701312447496192', 'label': 'neutral', 'topic': 'microsoft', 'text': '#Microsoft applies for celebrity search #patent. #bing-o http://t.co/vaDvkMSk #HermanCain.co directs you to...#RonPaul http://t.co/8Qgp5J48'}"
"{'tweet_id': '126700724389281792', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Nokia to reveal multiple Windows Phone devices next http://t.co/0CIUtecX #mobile #nokia #microsoft'}"
"{'tweet_id': '126699934694129664', 'label': 'neutral', 'topic': 'microsoft', 'text': ""Microsoft's CEO, Steve Ballmer critics the user friendliness of Android. #Android #Google #Microsoft #WP7 http://t.co/rbEv95eE""}"
"{'tweet_id': '126699730028855296', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Learn how to keep Microsoft #Exchange costs low today at 11am Pacific.  Win with #Microsoft and #NetApp Webcast @ http://t.co/3NJAayMp'}"
"{'tweet_id': '126699437711040512', 'label': 'neutral', 'topic': 'microsoft', 'text': '#Microsoft launching the OmniTouch, how funny I though that was an @ALUEnterprise solution! #copyright http://t.co/5ExkV0L7 via @l_evenement'}"
"{'tweet_id': '126699406765465601', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Check out this great Blog w/ Tips from #YouSendIt - what 2 Consider When Migrating 2 #Microsoft Exchange 2010 http://t.co/jw1UbODI @YSI'}"
"{'tweet_id': '126699405356171264', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Check out this great Blog w/ Tips from #YouSendIt - what 2 Consider When Migrating 2 #Microsoft Exchange 2010 http://t.co/eeF3780B @YSI'}"
"{'tweet_id': '126699162879275008', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Survivable Branch Appliances & Basic Hybrid Gateways for #Microsoft #Lync and Office Communications Server http://t.co/MqUojAAf #Audiocodes'}"
"{'tweet_id': '126698863447916544', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Why do Linux fanatics want to make Windows 8 less secure? http://t.co/OGkaYZO7 #linux #microsoft'}"
"{'tweet_id': '126698756845481984', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Microsoft applies for celebrity search patent #microsoft #bing http://t.co/5KfqKfgo #microsoft'}"
"{'tweet_id': '126698755884978177', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Microsoft applies for celebrity search patent #microsoft #bing http://t.co/WABa8K9B'}"
"{'tweet_id': '126698707252027392', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Microsoft applies for celebrity search patent #microsoft #bing http://t.co/7kAorRKZ'}"
"{'tweet_id': '126698704290852865', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Microsoft applies for celebrity search patent #microsoft #bing http://t.co/mfgQuZKU #neowin'}"
"{'tweet_id': '126698182141947904', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Need info - #Microsoft #CRM - then check this out - http://t.co/seRMv1o7'}"
"{'tweet_id': '126697870689710080', 'label': 'neutral', 'topic': 'microsoft', 'text': ""Not sure how I feel about the Black Keys playing at the U-Village Microsoft store. Guess they *are* getting paid, that's good. #Microsoft""}"
"{'tweet_id': '126697419953012737', 'label': 'neutral', 'topic': 'microsoft', 'text': 'http://t.co/J3p3KYHf\n#Apple #Google #Microsoft #Blackberry #Nokia #HTC #Samsung #Motorola #WindowsPhone7 #iPhone #Android #Droid #Tablets'}"
"{'tweet_id': '126697038187474944', 'label': 'neutral', 'topic': 'microsoft', 'text': 'will be at the London #Microsoft Partner Business Briefing tomorrow - see some of you there :)'}"
"{'tweet_id': '126696843299135488', 'label': 'neutral', 'topic': 'microsoft', 'text': '@DaniWeb MS business intelligence development studio. Where u create SSRS reports and SSIS packages. Wonderful world of #microsoft :)'}"
"{'tweet_id': '126696759077511168', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Microsoft turns your body into a touchscreen http://t.co/j1T6kHgP #Microsoft'}"
"{'tweet_id': '126696757294927874', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Microsoft turns your body into a touchscreen http://t.co/YE0NZy82 #Microsoft'}"
"{'tweet_id': '126696671894704129', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Did you know there is a #Microsoft Learning facebook page where you can find deals and course info #MCTSummitNA'}"
"{'tweet_id': '126696344881594368', 'label': 'neutral', 'topic': 'microsoft', 'text': '#Microsoft are patenting applying personas of celebrities to #Bing results http://t.co/JBmsaU6O'}"
"{'tweet_id': '126695550975356928', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Check out this Interesting Blog on Tips from #YouSendIt 4 wht 2 Consider When Migrating 2 #Microsoft Exchange 2010 http://t.co/yLF30h0h'}"
"{'tweet_id': '126695264487604224', 'label': 'neutral', 'topic': 'microsoft', 'text': ""RT @sholliman: #SIGSource #Microsoft's Tami Reller says get on the bus and if you don't want to be on the bus, get off the road.""}"
"{'tweet_id': '126694893841158145', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Learn how you can now upload SRS reports to #Microsoft CRM 2011 Online. #CRM2011  http://t.co/RrcF9W2V'}"
"{'tweet_id': '126694267560271872', 'label': 'neutral', 'topic': 'microsoft', 'text': ""#SIGSource #Microsoft's Tami Reller says get on the bus and if you don't want to be on the bus, get off the road.""}"
"{'tweet_id': '126693945123147776', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Yahoo! Just received welcome letter to join #TFS Preview. Thanks #Microsoft'}"
"{'tweet_id': '126693187346632704', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Does anyone out there have some good online training or tips on using InforPath 2010 to build forms with rules?  #Microsoft #SharePoint'}"
"{'tweet_id': '126693021365452800', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Check out our newly revamped Testimonials page for more information on how #Microsoft #Dynamics #CRM can work fo... http://t.co/nnvy8NP2'}"
"{'tweet_id': '126692888741548032', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Print Ads Dead ? Not with #Microsoft #TAG on your ad learn more here - http://t.co/vfZRTkaa'}"
"{'tweet_id': '126692854981595136', 'label': 'neutral', 'topic': 'microsoft', 'text': '#Microsoft Is Getting More Serious About Daily (#Bing) #Deals http://t.co/yt8AW0gK'}"
"{'tweet_id': '126692811859963904', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Nokia 800 “Searay” Windows Phone press shots leak http://t.co/HwZzIEKk #microsoft #windows'}"
"{'tweet_id': '126692357277102080', 'label': 'neutral', 'topic': 'microsoft', 'text': 'A Child’s-Eye View Of #Microsoft’s #Kinect For Kids: http://t.co/xW1ACTtj | #solutions #Kasper'}"
"{'tweet_id': '126691842736668673', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Microsoft CEO Steve Ballmer confirms Nokia Windows Phone devices due next week http://t.co/rDTzumtZ #Microsoft #Nokia'}"
"{'tweet_id': '126691830774505472', 'label': 'neutral', 'topic': 'microsoft', 'text': '#microsoft 1st ever global ad campaign:great full circle focus on integrated product connectivity and global relevance http://t.co/ZCevlB1a'}"
"{'tweet_id': '126691604839927808', 'label': 'neutral', 'topic': 'microsoft', 'text': '#Breakfast at #Microsoft with #PMs in SF 10/25: http://t.co/JXpUVecS'}"
"{'tweet_id': '126691578361298945', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Check out our newly revamped Testimonials page for more information on how #Microsoft #Dynamics #CRM can work for you!  http://t.co/hmT51bdf'}"
"{'tweet_id': '126691146209558528', 'label': 'neutral', 'topic': 'microsoft', 'text': 'What to Consider When Migrating to #Microsoft Exchange 2010: http://t.co/jmyt6myL #yousendit booth 624 #gartnersym'}"
"{'tweet_id': '126691006207893505', 'label': 'neutral', 'topic': 'microsoft', 'text': 'RT @NeowinFeed: Steve Ballmer slams Android #microsoft #steveballmer http://t.co/GQqyQbaG #neowin'}"
"{'tweet_id': '126690445119070210', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Steve Ballmer slams Android #microsoft #steveballmer http://t.co/iYTWIZzv #microsoft'}"
"{'tweet_id': '126690443588153345', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Steve Ballmer slams Android #microsoft #steveballmer http://t.co/fD1m8vN1'}"
"{'tweet_id': '126690396720988160', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Steve Ballmer slams Android #microsoft #steveballmer http://t.co/rVTTHD7P'}"
"{'tweet_id': '126690392568639488', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Steve Ballmer slams Android #microsoft #steveballmer http://t.co/GQqyQbaG #neowin'}"
"{'tweet_id': '126690357042884608', 'label': 'neutral', 'topic': 'microsoft', 'text': ""Check out our podacst regarding Sugar's Edge In Tems Of Database Structure http://t.co/Qv4DAw7A #Microsoft CRM""}"
"{'tweet_id': '126690074946568192', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Steve Ballmer slams Android #microsoft #steveballmer http://t.co/wfSSexks'}"
"{'tweet_id': '126689002114924544', 'label': 'neutral', 'topic': 'microsoft', 'text': 'The Great Tech War Of 2012 : http://t.co/RbEvrtfz #Tech #Mobile #2012 #Wireless #Apple #Google #Microsoft'}"
"{'tweet_id': '126688055691190274', 'label': 'neutral', 'topic': 'microsoft', 'text': 'New #snom Webinar Nov. 2: Accelerate #Microsoft #Lync Deployments with snom #UC. Register here http://t.co/FYyIIMIX #VARs #phones'}"
"{'tweet_id': '126686806585520128', 'label': 'neutral', 'topic': 'microsoft', 'text': ""Isn't this a little too much?\nhttp://t.co/ILWPs3f9 #xbox #microsoft #technology""}"
"{'tweet_id': '126686450019344384', 'label': 'neutral', 'topic': 'microsoft', 'text': '@allyfish87 leaning that way for battery. Have #Microsoft xbox, media pc and zune so would a Droid fit better? #idk thanks tho :)'}"
"{'tweet_id': '126686367479631872', 'label': 'neutral', 'topic': 'microsoft', 'text': 'RT @Microsoft_EDU: Quality #education is vital. Attend #Microsoft & #Desire2Learn session at #EDUCAUSE http://t.co/Gym6pUUx #EDU11'}"
"{'tweet_id': '126686111656448000', 'label': 'neutral', 'topic': 'microsoft', 'text': '#Microsoft should follow suit with #Bing and #Windows Live http://t.co/9s0f4SNn'}"
"{'tweet_id': '126686012884787200', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Esse prof acha que ninguém sabe mexer no #microsoft word'}"
"{'tweet_id': '126685194278289408', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Check this video out -- Steve Ballmer: We were lucky not to buy Yahoo! ALALUYA http://t.co/V9rmRAUh #microsoft #yahoo #SteveBallmer'}"
"{'tweet_id': '126685077823422466', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Ballmer says you need to be a computer scientist to use Android http://t.co/TlKWhOsd #android #android #microsoft'}"
"{'tweet_id': '126684141306650625', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Geek Fact for October 19th - 1998: U.S. Department of Justice antitrust case against #Microsoft began. #geekfact'}"
"{'tweet_id': '126683940764401665', 'label': 'neutral', 'topic': 'microsoft', 'text': 'A Child’s-Eye View Of #Microsoft’s #Kinect For #Kids http://t.co/mnamu0xF'}"
"{'tweet_id': '126683909722357760', 'label': 'neutral', 'topic': 'microsoft', 'text': 'A Child’s-Eye View Of #Microsoft’s #Kinect For #Kids http://t.co/nzhbzzW3 via @TechCrunch'}"
"{'tweet_id': '126683288239751169', 'label': 'neutral', 'topic': 'microsoft', 'text': 'Nokia 800 aka Nokia Searay renders http://t.co/NwI63GhB #wp7 #nokia #microsoft #mango'}"
